ID1	ID2	MeSH Tree Number 1	MeSH Tree Number 2
D014625	D005833	C12.900.418.937	C12.900.418
D014627	D014623	C12.100.250.894.906	C12.100.250.894
D014627	D014623	C12.050.351.500.894.906	C12.050.351.500.894
D014646	D005832	C12.200.294.936	C12.200.294
D014646	D014652	C14.907.903	C14.907
D014646	D005832	C12.100.500.936	C12.100.500
D014647	D007871	C17.800.893.592.730	C17.800.893.592
D014647	D014648	C14.907.927.730	C14.907.927
D014648	D014652	C14.907.927	C14.907
D014652	D002318	C14.907	C14
D014653	D002561	C10.228.140.300.800	C10.228.140.300
D014653	D002561	C14.907.253.937	C14.907.253
D014653	D051271	C10.228.140.546.699.500	C10.228.140.546.699
D014657	D014652	C14.907.940	C14.907
D014681	D009056	C07.650.525.955	C07.650.525
D014681	D009056	C07.465.525.955	C07.465.525
D014681	D009056	C16.131.850.525.955	C16.131.850.525
D014681	D010608	C09.775.955	C09.775
D014681	D010608	C07.550.966	C07.550
D014685	D000820	C22.950	C22
D014685	D014565	C04.588.945.956	C04.588.945
D014689	D014652	C14.907.952	C14.907
D014693	D001145	C14.280.067.922	C14.280.067
D014693	D001145	C23.550.073.922	C23.550.073
D014694	D006331	C14.280.955	C14.280
D014715	D002545	C14.907.253.092.956	C14.907.253.092
D014715	D002545	C10.228.140.300.150.956	C10.228.140.300.150
D014717	D009461	C10.597.951	C10.597
D014717	D015837	C09.218.568.900.883	C09.218.568.900
D014717	D009461	C23.888.592.958	C23.888.592
D014718	D001745	C12.200.777.829.920	C12.200.777.829
D014718	D001745	C12.950.829.920	C12.950.829
D014718	D001745	C12.050.351.968.829.920	C12.050.351.968.829
D014719	D014624	C12.100.250.894.767.500	C12.100.250.894.767
D014719	D014624	C12.050.351.500.894.767.500	C12.050.351.500.894.767
D014719	D001747	C12.050.351.968.829.548.733	C12.050.351.968.829.548
D014719	D001747	C12.950.829.548.733	C12.950.829.548
D014719	D001747	C12.050.351.875.881.312.733	C12.050.351.875.881.312
D014719	D014624	C23.300.575.925.816	C23.300.575.925
D014719	D001747	C23.300.575.825.250.775	C23.300.575.825.250
D014720	D013553	C22.905.927	C22.905
D014720	D017250	C01.925.782.160.927	C01.925.782.160
D014735	D016905	C01.150.252.400.959	C01.150.252.400
D014766	D018805	C23.550.470.790.500.900	C23.550.470.790.500
D014766	D014777	C01.925.937	C01.925
D014770	D012816	C23.888.971	C23.888
D014777	D007239	C01.925	C01
D014782	D056887	C23.300.842.624.875	C23.300.842.624
D014782	D005767	C06.405.937	C06.405
D014786	D005128	C11.966	C11
D014786	D012678	C23.888.592.763.941	C23.888.592.763
D014786	D012678	C10.597.751.941	C10.597.751
D014802	D001361	C18.654.521.500.133.628	C18.654.521.500.133
D014804	D001361	C18.654.521.500.133.699	C18.654.521.500.133
D014806	D014804	C18.654.521.500.133.699.923	C18.654.521.500.133.699
D014808	D001361	C18.654.521.500.133.770	C18.654.521.500.133
D014811	D001361	C18.654.521.500.133.841	C18.654.521.500.133
D014813	D001361	C18.654.521.500.133.912	C18.654.521.500.133
D014813	D001778	C15.378.100.920	C15.378.100
D014813	D006474	C15.378.463.841	C15.378.463
D014820	D017496	C17.800.621.440.895	C17.800.621.440
D014823	D005130	C11.290.960	C11.290
D014823	D005130	C23.550.414.756.887	C23.550.414.756
D014826	D007818	C09.400.931	C09.400
D014826	D010243	C23.888.592.636.943	C23.888.592.636
D014826	D020421	C10.292.887.800	C10.292.887
D014826	D007818	C08.360.931	C08.360
D014826	D010243	C10.597.622.943	C10.597.622
D014832	D009461	C23.888.592.979	C23.888.592
D014832	D007818	C09.400.940	C09.400
D014832	D009461	C10.597.975	C10.597
D014832	D007818	C08.360.940	C08.360
D014839	D012817	C23.888.821.937	C23.888.821
D014840	D014839	C23.888.821.937.080	C23.888.821.937
D014842	D001791	C15.378.140.900	C15.378.140
D014842	D025861	C16.320.099.920	C16.320.099
D014842	D006474	C15.378.463.920	C15.378.463
D014842	D025861	C15.378.100.100.900	C15.378.100.100
D014842	D020147	C15.378.100.141.900	C15.378.100.141
D014845	D005831	C12.050.351.500.944	C12.050.351.500
D014845	D005831	C12.100.250.944	C12.100.250
D014846	D005833	C12.050.351.937.418.968	C12.050.351.937.418
D014846	D005833	C04.588.945.418.968	C04.588.945.418
D014846	D014845	C12.100.250.944.819	C12.100.250.944
D014846	D014845	C12.050.351.500.944.819	C12.050.351.500.944
D014846	D005833	C12.900.418.968	C12.900.418
D014847	D014845	C12.100.250.944.902	C12.100.250.944
D014847	D014845	C12.050.351.500.944.902	C12.050.351.500.944
D014848	D014627	C12.100.250.894.906.820	C12.100.250.894.906
D014848	D014627	C12.050.351.500.894.906.820	C12.050.351.500.894.906
D014848	D014847	C12.100.250.944.902.737	C12.100.250.944.902
D014848	D014847	C12.050.351.500.944.902.737	C12.050.351.500.944.902
D014849	D000015	C16.131.077.938	C16.131.077
D014854	D020526	C10.228.140.300.775.200.100.500	C10.228.140.300.775.200.100
D014854	D020526	C23.550.513.355.250.100.500	C23.550.513.355.250.100
D014854	D020526	C14.907.253.092.477.100.500	C14.907.253.092.477.100
D014854	D020526	C14.907.253.855.200.100.500	C14.907.253.855.200.100
D014854	D020526	C10.228.140.300.150.477.100.500	C10.228.140.300.150.477.100
D014854	D020526	C23.550.717.489.250.100.500	C23.550.717.489.250.100
D014855	D009410	C23.550.737.750	C23.550.737
D014860	D014412	C01.925.928.914	C01.925.928
D014860	D017193	C01.925.825.810	C01.925.825
D014860	D017193	C17.800.838.790.810	C17.800.838.790
D014860	D030361	C01.925.256.650.810	C01.925.256.650
D014869	D011041	C25.723.932	C25.723
D014869	D014883	C18.452.950.932	C18.452.950
D014883	D008659	C18.452.950	C18.452
D014884	D011693	C15.378.100.802.843	C15.378.100.802
D014884	D008585	C01.150.252.223.500.750.500	C01.150.252.223.500.750
D014884	D008585	C01.207.180.500.750.500	C01.207.180.500.750
D014884	D008585	C10.228.228.180.500.750.500	C10.228.228.180.500.750
D014884	D008585	C01.150.252.400.625.549.449.800	C01.150.252.400.625.549.449
D014884	D006474	C15.378.463.950	C15.378.463
D014884	D000309	C19.053.500.740	C19.053.500
D014884	D011693	C23.550.414.950.843	C23.550.414.950
D014884	D008585	C10.586.625.280.505.904	C10.586.625.280.505
D014884	D011693	C23.888.885.687.843	C23.888.885.687
D014890	D056648	C20.111.193.875	C20.111.193
D014890	D056648	C14.907.940.897.249.750	C14.907.940.897.249
D014890	D017563	C08.381.483.950	C08.381.483
D014890	D056648	C17.800.862.105.875	C17.800.862.105
D014895	D007922	C01.150.252.400.794.511.739	C01.150.252.400.794.511
D014897	D009134	C10.228.854.468.800	C10.228.854.468
D014897	D009134	C10.668.467.500.750	C10.668.467.500
D014897	D009134	C10.574.562.500.750	C10.574.562.500
D014897	D020271	C16.320.400.765	C16.320.400
D014897	D020271	C10.574.500.812	C10.574.500
D014898	D049914	C18.452.284.960	C18.452.284
D014898	D030342	C16.320.925	C16.320
D014899	D013832	C18.654.521.500.133.699.827.822	C18.654.521.500.133.699.827
D014899	D001928	C18.452.132.960	C18.452.132
D014899	D001928	C10.228.140.163.960	C10.228.140.163
D014899	D019973	C25.775.100.625	C25.775.100
D014901	D004671	C10.228.140.430.520.750.300.887	C10.228.140.430.520.750.300
D014901	D018177	C01.925.782.350.250.900	C01.925.782.350.250
D014901	D004671	C01.207.399.750.300.887	C01.207.399.750.300
D014901	D004671	C01.925.081.343.950	C01.925.081.343
D014901	D004671	C01.207.245.340.300.887	C01.207.245.340.300
D014901	D004671	C01.920.852.500.950	C01.920.852.500
D014901	D004671	C01.925.782.310.950	C01.925.782.310
D014901	D004671	C01.925.182.525.300.850	C01.925.182.525.300
D014901	D004671	C10.228.228.245.340.300.887	C10.228.228.245.340.300
D014901	D004671	C10.228.228.399.750.300.887	C10.228.228.399.750.300
D014901	D004671	C10.586.250.520.750.300.887	C10.586.250.520.750.300
D014901	D004671	C01.920.313.156.950	C01.920.313.156
D014911	D019838	C26.700.500	C26.700
D014912	D009137	C22.595.740	C22.595
D014917	D012141	C01.748.969	C01.748
D014917	D001885	C01.150.252.400.143.500	C01.150.252.400.143
D014917	D012141	C08.730.969	C08.730
D014923	D006474	C15.378.463.960	C15.378.463
D014923	D000081207	C16.320.798.875	C16.320.798
D014923	D025861	C16.320.099.970	C16.320.099
D014923	D008231	C15.378.243.750.605.900	C15.378.243.750.605
D014923	D040181	C16.320.322.937	C16.320.322
D014923	D025861	C15.378.100.100.970	C15.378.100.100
D014923	D000081207	C20.673.795.875	C20.673.795
D014923	D008231	C15.378.553.546.605.900	C15.378.553.546.605
D014923	D008231	C20.673.627.900	C20.673.627
D014924	D012213	C05.799.825.823	C05.799.825
D014924	D006967	C20.543.928	C20.543
D014924	D012213	C05.550.114.843.823	C05.550.114.843
D014927	D006330	C16.131.240.400.980	C16.131.240.400
D014927	D011226	C14.280.123.750.977	C14.280.123.750
D014927	D011226	C14.280.067.780.977	C14.280.067.780
D014929	D054062	C09.218.458.341.186.500.750	C09.218.458.341.186.500
D014929	D015418	C11.270.564.980	C11.270.564
D014929	D054062	C10.597.751.941.162.625.750	C10.597.751.941.162.625
D014929	D054062	C16.131.077.299.750	C16.131.077.299
D014929	D003922	C19.246.267.960	C19.246.267
D014929	D054062	C10.597.751.418.341.186.500.750	C10.597.751.418.341.186.500
D014929	D015418	C10.574.500.662.980	C10.574.500.662
D014929	D003919	C19.700.159.875	C19.700.159
D014929	D003919	C12.050.351.968.419.135.875	C12.050.351.968.419.135
D014929	D015418	C10.292.700.225.500.980	C10.292.700.225.500
D014929	D015418	C11.640.451.451.980	C11.640.451.451
D014929	D054062	C11.966.075.375.750	C11.966.075.375
D014929	D003919	C12.950.419.135.875	C12.950.419.135
D014929	D003922	C18.452.394.750.124.960	C18.452.394.750.124
D014929	D015418	C16.320.400.630.980	C16.320.400.630
D014929	D015418	C16.320.290.564.980	C16.320.290.564
D014929	D003919	C12.200.777.419.135.875	C12.200.777.419.135
D014946	D007239	C01.947	C01
D014948	D014950	C26.986.900	C26.986
D014949	D014947	C26.974	C26
D014950	D014947	C26.986	C26
D014951	D014950	C26.986.950	C26.986
D014954	D001134	C26.088.906	C26.088
D014972	D015616	C15.604.250.410.900	C15.604.250.410
D014972	D012871	C17.800.973	C17.800
D014973	D052439	C18.452.584.750	C18.452.584
D014983	D012873	C17.800.827.970	C17.800.827
D014983	D049914	C18.452.284.975	C18.452.284
D014983	D012873	C16.320.850.970	C16.320.850
D014983	D010859	C17.800.621.936	C17.800.621
D014983	D011230	C04.834.867	C04.834
D014983	D010787	C17.800.600.925	C17.800.600
D014983	D012868	C16.131.831.936	C16.131.831
D014983	D012868	C17.800.804.936	C17.800.804
D014985	D003229	C11.187.810	C11.187
D014985	D015352	C11.496.260.892	C11.496.260
D014987	D012466	C07.465.815.929	C07.465.815
D014997	D012729	C23.550.210.815.970	C23.550.210.815
D014997	D059786	C23.550.210.024.500	C23.550.210.024
D015001	D017192	C01.800.720.910	C01.800.720
D015001	D017192	C01.150.252.819.910	C01.150.252.819
D015001	D014211	C01.150.252.400.794.840.750	C01.150.252.400.794.840
D015001	D014211	C01.150.252.400.840.750	C01.150.252.400.840
D015001	D017192	C17.800.838.765.910	C17.800.838.765
D015004	D000096724	C01.920.852.875	C01.920.852
D015004	D006482	C01.925.782.417.881	C01.925.782.417
D015004	D001102	C01.925.081.980	C01.925.081
D015004	D018177	C01.925.782.350.250.980	C01.925.782.350.250
D015009	D004756	C01.150.252.400.310.980	C01.150.252.400.310
D015012	D015009	C01.150.252.400.310.980.780	C01.150.252.400.310.980
D015043	D005770	C06.301.371.883	C06.301.371
D015043	D007410	C06.405.469.965	C06.405.469
D015043	D013272	C06.405.748.947	C06.405.748
D015043	D010437	C06.405.748.586.924	C06.405.748.586
D015043	D010437	C06.405.469.275.800.924	C06.405.469.275.800
D015043	D009384	C04.730.713.988	C04.730.713
D015043	D005770	C06.405.249.883	C06.405.249
D015047	D007239	C01.973	C01
D015047	D000820	C22.969	C22
D015051	D008446	C10.900.300.284.500.950	C10.900.300.284.500
D015051	D008446	C26.915.300.425.500.950	C26.915.300.425.500
D015051	D012887	C26.404.750.959	C26.404.750
D015140	D003704	C10.228.140.380.230	C10.228.140.380
D015140	D002537	C10.228.140.300.510.800.500	C10.228.140.300.510.800
D015140	D002537	C14.907.137.126.372.500	C14.907.137.126.372
D015140	D002561	C10.228.140.300.400	C10.228.140.300
D015140	D056784	C10.228.140.695.500	C10.228.140.695
D015140	D002537	C14.907.253.560.350.500	C14.907.253.560.350
D015154	D003680	C06.405.117.119.500	C06.405.117.119
D015155	D015154	C06.405.117.119.500.450	C06.405.117.119.500
D015160	D004899	C20.306.480	C20.306
D015160	D017085	C15.378.420.826.100.350	C15.378.420.826.100
D015160	D004899	C15.378.295.480	C15.378.295
D015160	D004899	C12.050.703.277.060.480	C12.050.703.277.060
D015160	D004487	C23.888.277.395	C23.888.277
D015160	D004899	C16.300.060.480	C16.300.060
D015160	D017085	C16.320.365.826.100.350	C16.320.365.826.100
D015161	D002544	C14.907.253.855.200.200.199	C14.907.253.855.200.200
D015161	D002544	C23.550.513.355.250.200.199	C23.550.513.355.250.200
D015161	D002544	C10.228.140.300.150.477.200.199	C10.228.140.300.150.477.200
D015161	D015140	C10.228.140.300.400.408	C10.228.140.300.400
D015161	D002544	C23.550.717.489.250.200.199	C23.550.717.489.250.200
D015161	D015140	C10.228.140.380.230.250	C10.228.140.380.230
D015161	D002544	C14.907.253.092.477.200.199	C14.907.253.092.477.200
D015161	D002544	C10.228.140.300.775.200.200.199	C10.228.140.300.775.200.200
D015163	D009894	C01.597.880	C01.597
D015168	D004556	C26.324.550	C26.324
D015173	D001932	C10.551.240.250.700	C10.551.240.250
D015173	D001932	C04.588.614.250.195.885	C04.588.614.250.195
D015173	D001932	C10.228.140.211.885	C10.228.140.211
D015174	D013120	C10.228.854.765.342	C10.228.854.765
D015174	D013120	C04.588.614.250.803.342	C04.588.614.250.803
D015174	D013120	C10.551.240.750.200	C10.551.240.750
D015175	D010911	C19.344.609.792	C19.344.609
D015175	D000236	C04.557.470.035.625	C04.557.470.035
D015175	D010911	C19.700.734.792	C19.700.734
D015175	D010911	C04.588.322.609.792	C04.588.322.609
D015175	D010911	C10.228.140.617.738.675.800	C10.228.140.617.738.675
D015179	D007414	C06.301.371.411.307	C06.301.371.411
D015179	D007414	C06.405.469.491.307	C06.405.469.491
D015179	D012002	C06.405.469.860.180	C06.405.469.860
D015179	D003108	C06.405.469.158.356	C06.405.469.158
D015179	D007414	C04.588.274.476.411.307	C04.588.274.476.411
D015179	D007414	C06.405.249.411.307	C06.405.249.411
D015192	D001932	C04.588.614.250.195.411	C04.588.614.250.195
D015192	D001932	C10.551.240.250.400	C10.551.240.250
D015192	D001932	C10.228.140.211.500	C10.228.140.211
D015207	D010003	C05.799.613.400	C05.799.613
D015207	D010003	C05.550.114.606.400	C05.550.114.606
D015208	D002059	C26.200.322.800	C26.200.322
D015209	D002761	C06.130.120.200.110	C06.130.120.200
D015210	D006073	C16.320.565.798.368.410	C16.320.565.798.368
D015210	D006073	C05.550.114.423.410	C05.550.114.423
D015210	D006073	C05.550.354.500.500	C05.550.354.500
D015210	D006073	C18.452.648.798.368.410	C18.452.648.798.368
D015210	D006073	C05.799.414.410	C05.799.414
D015211	D000015	C16.131.077.970	C16.131.077
D015211	D020739	C18.452.648.189.968	C18.452.648.189
D015211	D018901	C16.320.565.663.970	C16.320.565.663
D015211	D007674	C12.200.777.419.978	C12.200.777.419
D015211	D008107	C06.552.970	C06.552
D015211	D020739	C16.320.565.189.968	C16.320.565.189
D015211	D020739	C10.228.140.163.100.968	C10.228.140.163.100
D015211	D007674	C12.950.419.978	C12.950.419
D015211	D020739	C18.452.132.100.968	C18.452.132.100
D015211	D018901	C18.452.648.663.970	C18.452.648.663
D015211	D007674	C12.050.351.968.419.978	C12.050.351.968.419
D015212	D007410	C06.405.469.432	C06.405.469
D015212	D005759	C06.405.205.731	C06.405.205
D015217	D016464	C18.452.648.595.201	C18.452.648.595
D015217	D008064	C16.320.565.398.641.201	C16.320.565.398.641
D015217	D008064	C18.452.648.398.641.201	C18.452.648.398.641
D015217	D016464	C16.320.565.595.201	C16.320.565.595
D015217	D008064	C18.452.584.563.641.201	C18.452.584.563.641
D015218	D012216	C05.799.440	C05.799
D015218	D012216	C17.300.775.440	C17.300.775
D015218	D015576	C05.116.540.600	C05.116.540
D015223	D015217	C16.320.565.398.641.201.500	C16.320.565.398.641.201
D015223	D015217	C18.452.648.595.201.500	C18.452.648.595.201
D015223	D015217	C16.320.565.595.201.500	C16.320.565.595.201
D015223	D015217	C18.452.584.563.641.201.500	C18.452.584.563.641.201
D015223	D007232	C16.614.947	C16.614
D015223	D015217	C18.452.648.398.641.201.500	C18.452.648.398.641.201
D015228	D006949	C18.452.584.500.500.851	C18.452.584.500.500
D015229	D014777	C01.925.813	C01.925
D015229	D012749	C12.100.937.640	C12.100.937
D015229	D012749	C01.221.812.640	C01.221.812
D015229	D012749	C01.778.640	C01.778
D015229	D012749	C23.550.291.531.937.640	C23.550.291.531.937
D015231	D001424	C01.150.252.734	C01.150.252
D015231	D012749	C01.778.281	C01.778
D015231	D012749	C23.550.291.531.937.281	C23.550.291.531.937
D015231	D012749	C01.221.812.281	C01.221.812
D015231	D012749	C12.100.937.281	C12.100.937
D015266	D018278	C04.557.580.625.650.240.325	C04.557.580.625.650.240
D015266	D018278	C04.557.470.200.025.370.325	C04.557.470.200.025.370
D015266	D018278	C04.557.465.625.650.240.325	C04.557.465.625.650.240
D015266	D027601	C01.925.256.721.150	C01.925.256.721
D015266	D014412	C01.925.928.216	C01.925.928
D015267	D056648	C20.111.193.500	C20.111.193
D015267	D056648	C17.800.862.105.500	C17.800.862.105
D015267	D056648	C14.907.940.897.249.249	C14.907.940.897.249
D015267	D006099	C15.604.515.292.015	C15.604.515.292
D015270	D009165	C01.150.252.410.040.552.475.495	C01.150.252.410.040.552.475
D015275	D008232	C20.683.515.950	C20.683.515
D015275	D008232	C15.604.515.880	C15.604.515
D015299	D013166	C05.116.900.853.500	C05.116.900.853
D015299	D013166	C01.160.762.301	C01.160.762
D015299	D013166	C05.116.165.762.301	C05.116.165.762
D015318	D002239	C16.320.565.202.251	C16.320.565.202
D015318	D002239	C18.452.648.202.251	C18.452.648.202
D015319	D015318	C16.320.565.202.251.221	C16.320.565.202.251
D015319	D015318	C18.452.648.202.251.221	C18.452.648.202.251
D015323	D002239	C18.452.648.202.810	C18.452.648.202
D015323	D002239	C16.320.565.202.810	C16.320.565.202
D015324	D015323	C18.452.648.202.810.666	C18.452.648.202.810
D015324	D020739	C16.320.565.189.725	C16.320.565.189
D015324	D020739	C18.452.132.100.725	C18.452.132.100
D015324	D020739	C18.452.648.189.725	C18.452.648.189
D015324	D020739	C10.228.140.163.100.725	C10.228.140.163.100
D015324	D015323	C16.320.565.202.810.666	C16.320.565.202.810
D015324	D028361	C18.452.660.705	C18.452.660
D015325	D020739	C18.452.132.100.750	C18.452.132.100
D015325	D015323	C18.452.648.202.810.766	C18.452.648.202.810
D015325	D038901	C16.320.400.525.875	C16.320.400.525
D015325	D020739	C16.320.565.189.750	C16.320.565.189
D015325	D038901	C10.597.606.360.455.875	C10.597.606.360.455
D015325	D015323	C16.320.565.202.810.766	C16.320.565.202.810
D015325	D028361	C18.452.660.710	C18.452.660
D015325	D020739	C10.228.140.163.100.750	C10.228.140.163.100
D015325	D038901	C16.320.322.500.875	C16.320.322.500
D015325	D020739	C18.452.648.189.750	C18.452.648.189
D015352	D007766	C11.496.260	C11.496
D015354	D014786	C23.888.592.763.941.848	C23.888.592.763.941
D015354	D014786	C10.597.751.941.905	C10.597.751.941
D015354	D014786	C11.966.905	C11.966
D015355	D005901	C11.525.381.348	C11.525.381
D015356	D001157	C14.907.137.780	C14.907.137
D015356	D012164	C11.768.400	C11.768
D015362	D009748	C18.654.180	C18.654
D015408	D018273	C06.689.667.500.124	C06.689.667.500
D015408	D018273	C04.588.322.475.500.124	C04.588.322.475.500
D015408	D018273	C04.557.470.200.025.290.500	C04.557.470.200.025.290
D015408	D018273	C04.588.274.761.500.124	C04.588.274.761.500
D015408	D018273	C19.344.421.500.124	C19.344.421.500
D015408	D018273	C06.301.761.500.124	C06.301.761.500
D015417	D020271	C16.320.400.375	C16.320.400
D015417	D020271	C10.574.500.495	C10.574.500
D015417	D009421	C10.500.300	C10.500
D015417	D011115	C10.668.829.800.300	C10.668.829.800
D015417	D009421	C16.131.666.300	C16.131.666
