ID1	ID2	MeSH Tree Number 1	MeSH Tree Number 2
D013716	D000092464	C26.088.134.750	C26.088.134
D013717	D052256	C05.651.869.870	C05.651.869
D013724	D009373	C04.557.465.910	C04.557.465
D013733	D006058	C19.391.829	C19.391
D013733	D005832	C12.200.294.829	C12.200.294
D013733	D005832	C12.100.500.829	C12.100.500
D013734	D040181	C16.320.322.061	C16.320.322
D013734	D058490	C12.200.706.316.096.500	C12.200.706.316.096
D013734	D058490	C16.131.939.316.096.500	C16.131.939.316.096
D013734	D058490	C19.391.119.096.500	C19.391.119.096
D013734	D058490	C12.800.316.096.500	C12.800.316.096
D013734	D058490	C12.050.351.875.253.096.500	C12.050.351.875.253.096
D013736	D013733	C19.391.829.782	C19.391.829
D013736	D004701	C19.344.762	C19.344
D013736	D005834	C12.200.758.409.937	C12.200.758.409
D013736	D005834	C04.588.945.440.915	C04.588.945.440
D013736	D005834	C12.100.500.260.937	C12.100.500.260
D013736	D004701	C04.588.322.762	C04.588.322
D013736	D005834	C12.200.294.260.937	C12.200.294.260
D013736	D005834	C12.900.619.937	C12.900.619
D013742	D003015	C01.150.252.410.222.864	C01.150.252.410.222
D013746	D020879	C23.888.592.608.875	C23.888.592.608
D013746	D006996	C18.452.174.509.700	C18.452.174.509
D013746	D020879	C10.597.613.875	C10.597.613
D013771	D006330	C14.280.400.849	C14.280.400
D013771	D006330	C14.240.400.849	C14.240.400
D013771	D006330	C16.131.240.400.849	C16.131.240.400
D013786	D001927	C10.228.140.915	C10.228.140
D013789	D000745	C16.320.070.875	C16.320.070
D013789	D006453	C15.378.420.826	C15.378.420
D013789	D006453	C16.320.365.826	C16.320.365
D013789	D000745	C15.378.050.141.150.875	C15.378.050.141.150
D013796	D017880	C05.660.585.984	C05.660.585
D013796	D017880	C16.131.621.585.984	C16.131.621.585
D013796	D007232	C16.614.890	C16.614
D013796	D000130	C05.116.099.343.110.500	C05.116.099.343.110
D013796	D000130	C16.320.240.500.500	C16.320.240.500
D013796	D000130	C05.116.099.708.017.500	C05.116.099.708.017
D013798	D010051	C12.100.250.056.630.705.765	C12.100.250.056.630.705
D013798	D010051	C19.344.410.765	C19.344.410
D013798	D010051	C12.050.351.937.418.685.765	C12.050.351.937.418.685
D013798	D010051	C12.900.418.685.765	C12.900.418.685
D013798	D010051	C19.391.630.705.765	C19.391.630.705
D013798	D010051	C04.588.322.455.765	C04.588.322.455
D013798	D018312	C04.557.475.750.875	C04.557.475.750
D013798	D010051	C12.050.351.500.056.630.705.765	C12.050.351.500.056.630.705
D013801	D002418	C22.196.831	C22.196
D013801	D011529	C01.610.701.688.735	C01.610.701.688
D013801	D017282	C01.920.930.915	C01.920.930
D013801	D011529	C22.674.710.735	C22.674.710
D013801	D011528	C01.610.752.750	C01.610.752
D013801	D011529	C01.610.752.625.735	C01.610.752.625
D013832	D014804	C18.654.521.500.133.699.827	C18.654.521.500.133.699
D013851	D001835	C23.888.144.828	C23.888.144
D013896	D012140	C08.846	C08
D013898	D014947	C26.891	C26
D013899	D009371	C04.588.894	C04.588
D013901	D009408	C10.668.829.550.850	C10.668.829.550
D013901	D014652	C14.907.863	C14.907
D013915	D025861	C15.378.100.100.820	C15.378.100.100
D013915	D001791	C15.378.140.810	C15.378.140
D013915	D025861	C16.320.099.820	C16.320.099
D013915	D006474	C15.378.463.810	C15.378.463
D013919	D014657	C14.907.940.905	C14.907.940
D013919	D001157	C14.907.137.870	C14.907.137
D013920	D013922	C15.378.140.860.800	C15.378.140.860
D013920	D013922	C15.378.190.636.860.800	C15.378.190.636.860
D013920	D006474	C15.378.463.825	C15.378.463
D013920	D001778	C15.378.100.832	C15.378.100
D013921	D001791	C15.378.140.855	C15.378.140
D013921	D000095542	C15.378.243.937	C15.378.243
D013922	D001791	C15.378.140.860	C15.378.140
D013922	D009196	C15.378.190.636.860	C15.378.190.636
D013923	D016769	C14.907.355.590	C14.907.355
D013924	D020246	C14.907.355.830.925.770	C14.907.355.830.925
D013924	D010689	C14.907.940.740.910	C14.907.940.740
D013924	D010689	C14.907.617.718.788	C14.907.617.718
D013927	D016769	C14.907.355.830	C14.907.355
D013945	D013953	C04.588.894.949.500	C04.588.894.949
D013945	D013953	C15.604.861.800	C15.604.861
D013945	D018193	C04.557.435.850	C04.557.435
D013952	D008206	C15.604.816	C15.604
D013953	D008206	C15.604.861	C15.604
D013953	D013899	C04.588.894.949	C04.588.894
D013955	D003560	C04.182.902	C04.182
D013958	D013971	C19.874.397.685.905	C19.874.397.685
D013959	D004700	C19.874	C19
D013964	D004701	C04.588.322.894	C04.588.322
D013964	D013959	C19.874.788	C19.874
D013964	D004701	C19.344.894	C19.344
D013964	D006258	C04.588.443.915	C04.588.443
D013966	D013959	C19.874.871	C19.874
D013967	D001327	C20.111.809	C20.111
D013967	D013966	C19.874.871.102	C19.874.871
D013968	D013966	C19.874.871.900	C19.874.871
D013969	D013966	C19.874.871.910	C19.874.871
D013969	D013492	C01.830.840	C01.830
D013971	D006980	C19.874.397.685	C19.874.397
D013978	D050723	C26.404.875	C26.404
D013978	D007869	C26.558.857	C26.558
D013981	D009069	C10.228.662.825	C10.228.662
D013984	D004478	C01.610.858.211.857	C01.610.858.211
D013985	D013986	C25.723.127.789.500.707	C25.723.127.789.500
D013986	D064927	C25.723.127.789.500	C25.723.127.789
D013991	D002357	C05.182.790	C05.182
D013991	D002357	C17.300.182.790	C17.300.182
D014005	D003881	C01.150.703.302.720	C01.150.703.302
D014005	D003881	C17.800.838.208.883	C17.800.838.208
D014005	D003881	C01.800.200.720	C01.800.200
D014006	D012536	C17.800.738.708	C17.800.738
D014006	D014005	C01.150.703.302.720.730	C01.150.703.302.720
D014006	D014005	C17.800.838.208.883.558	C17.800.838.208.883
D014006	D014005	C01.800.200.720.730	C01.800.200.720
D014007	D014006	C17.800.738.708.708	C17.800.738.708
D014007	D014006	C17.800.838.208.883.558.708	C17.800.838.208.883.558
D014007	D014006	C01.800.200.720.730.740	C01.800.200.720.730
D014007	D014006	C01.150.703.302.720.730.740	C01.150.703.302.720.730
D014008	D014005	C01.150.703.302.720.760	C01.150.703.302.720
D014008	D005533	C17.800.321.125.500	C17.800.321.125
D014008	D011537	C23.888.885.625.500	C23.888.885.625
D014008	D014005	C01.800.200.720.760	C01.800.200.720
D014008	D014005	C17.800.838.208.883.658	C17.800.838.208.883
D014009	D014005	C17.800.838.208.883.458	C17.800.838.208.883
D014009	D014005	C01.800.200.720.550	C01.800.200.720
D014009	D009260	C17.800.529.550	C17.800.529
D014009	D014005	C01.150.703.302.720.550	C01.150.703.302.720
D014010	D003881	C17.800.838.208.941	C17.800.838.208
D014010	D003881	C01.150.703.302.860	C01.150.703.302
D014010	D003881	C01.800.200.860	C01.800.200
D014012	D006311	C23.888.592.763.393.670	C23.888.592.763.393
D014012	D006311	C10.597.751.418.670	C10.597.751.418
D014012	D006311	C09.218.458.670	C09.218.458
D014029	D019966	C25.775.912	C25.775
D014036	D012327	C01.925.782.930	C01.925.782
D014060	D009059	C07.465.910	C07.465
D014062	D009062	C04.588.443.591.925	C04.588.443.591
D014062	D009062	C07.465.530.925	C07.465.530
D014062	D014060	C07.465.910.470	C07.465.910
D014063	D014060	C07.465.910.708	C07.465.910
D014064	D014060	C07.465.910.791	C07.465.910
D014067	D009959	C09.775.549.685.800	C09.775.549.685
D014067	D009959	C07.550.745.671.800	C07.550.745.671
D014067	D009959	C09.647.710.685.800	C09.647.710.685
D014067	D009959	C04.588.443.665.710.684.800	C04.588.443.665.710.684
D014069	D010612	C09.775.649.750	C09.775.649
D014069	D010612	C07.550.781.750	C07.550.781
D014069	D010612	C01.748.561.750	C01.748.561
D014069	D010612	C08.730.561.750	C08.730.561
D014071	D018640	C07.650.800	C07.650
D014071	D018640	C16.131.850.800	C16.131.850
D014071	D014076	C07.793.700	C07.793
D014072	D057085	C07.793.818.124	C07.793.818
D014075	D014076	C07.793.735	C07.793
D014076	D009057	C07.793	C07
D014077	D057085	C07.793.818.500	C07.793.818
D014077	D017001	C07.793.720.605	C07.793.720
D014079	D014076	C07.793.790	C07.793
D014082	D018677	C26.900.750	C26.900
D014082	D018677	C07.793.850.750	C07.793.850
D014084	D018677	C07.793.850.725	C07.793.850
D014084	D018677	C26.900.725	C26.900
D014085	D010510	C07.465.714.836	C07.465.714
D014086	D010510	C07.465.714.898	C07.465.714
D014091	D014076	C07.793.901	C07.793
D014095	D014076	C07.793.905	C07.793
D014096	D014071	C16.131.850.800.850	C16.131.850.800
D014096	D014071	C07.650.800.850	C07.650.800
D014096	D014071	C07.793.700.850	C07.793.700
D014097	D014076	C07.793.915	C07.793
D014098	D014076	C07.793.929	C07.793
D014098	D005157	C23.888.592.612.330.500	C23.888.592.612.330
D014102	D020763	C23.300.970	C23.300
D014103	D004421	C23.888.592.350.300.800	C23.888.592.350.300
D014115	D007239	C01.861	C01
D014120	D006374	C22.674.377.868	C22.674.377
D014120	D017191	C01.610.335.508.700.100.868	C01.610.335.508.700.100
D014120	D006374	C01.610.701.377.868	C01.610.701.377
D014120	D006374	C01.610.335.349.868	C01.610.335.349
D014123	D003048	C01.610.752.250.800	C01.610.752.250
D014124	D014123	C01.610.752.250.800.110	C01.610.752.250.800
D014124	D011529	C01.610.701.688.817	C01.610.701.688
D014124	D011529	C22.674.710.817	C22.674.710
D014124	D011529	C01.610.752.625.817	C01.610.752.625
D014125	D020808	C01.207.205.300.900	C01.207.205.300
D014125	D020808	C10.228.228.205.300.900	C10.228.228.205.300
D014125	D014123	C01.610.752.250.800.445	C01.610.752.250.800
D014125	D007232	C16.614.909	C16.614
D014126	D014123	C01.610.752.250.800.640	C01.610.752.250.800
D014126	D015822	C01.610.300.781	C01.610.300
D014126	D015822	C11.294.725.781	C11.294.725
D014133	D012140	C08.907	C08
D014134	D006258	C04.588.443.925	C04.588.443
D014134	D014133	C08.907.563	C08.907
D014134	D012142	C04.588.894.797.760	C04.588.894.797
D014134	D012142	C08.785.760	C08.785
D014135	D014133	C08.907.663	C08.907
D014136	D012141	C01.748.848	C01.748
D014136	D014133	C08.907.763	C08.907
D014136	D012141	C08.730.848	C08.730
D014137	D015619	C16.131.740.830	C16.131.740
D014137	D001982	C08.127.930	C08.127
D014137	D015619	C08.695.830	C08.695
D014137	D014133	C08.907.830	C08.907
D014138	D014133	C08.907.863	C08.907
D014138	D016156	C08.702.750	C08.702
D014138	D004937	C06.267.250.725	C06.267.250
D014138	D004937	C23.300.575.185.250.725	C23.300.575.185.250
D014138	D004937	C06.405.117.367.725	C06.405.117.367
D014141	D003234	C11.294.354.220.800	C11.294.354.220
D014141	D003234	C01.375.354.220.800	C01.375.354.220
D014141	D002690	C01.150.252.400.210.125.745	C01.150.252.400.210.125
D014141	D003234	C01.150.252.289.225.800	C01.150.252.289.225
D014141	D003234	C11.187.183.220.889	C11.187.183.220
D014141	D003316	C11.204.813	C11.204
D014178	D002869	C23.550.210.870	C23.550.210
D014188	D006330	C16.131.240.400.915	C16.131.240.400
D014188	D006330	C14.280.400.915	C14.280.400
D014188	D006330	C14.240.400.915	C14.240.400
D014201	D006373	C01.610.335.865	C01.610.335
D014202	D020820	C23.888.592.350.850	C23.888.592.350
D014202	D020820	C10.597.350.850	C10.597.350
D014205	D001474	C01.150.252.400.126.100.800	C01.150.252.400.126.100
D014211	D013145	C01.150.252.400.794.840	C01.150.252.400.794
D014211	D016905	C01.150.252.400.840	C01.150.252.400
D014235	D017189	C01.610.335.508.100.275.882	C01.610.335.508.100.275
D014245	D011528	C01.610.752.890	C01.610.752
D014247	D014245	C01.610.752.890.633	C01.610.752.890
D014247	D014627	C12.100.250.894.906.633	C12.100.250.894.906
D014247	D014627	C12.050.351.500.894.906.633	C12.050.351.500.894.906
D014252	D017206	C01.610.335.508.700.775.825	C01.610.335.508.700.775
D014253	D014252	C01.610.335.508.700.775.825.842	C01.610.335.508.700.775.825
D014257	D017189	C01.610.335.508.100.275.895	C01.610.335.508.100.275
D014262	D006349	C14.280.484.856	C14.280.484
D014263	D016127	C14.280.484.400.875	C14.280.484.400
D014264	D006349	C14.280.484.911	C14.280.484
D014277	D020433	C07.465.299.625.500.700	C07.465.299.625.500
D014277	D020433	C10.292.319.625.700.700	C10.292.319.625.700
D014286	D006330	C16.131.240.400.960	C16.131.240.400
D014286	D006330	C14.280.400.960	C14.280.400
D014286	D006330	C14.240.400.960	C14.240.400
D014313	D013035	C10.597.613.750.700	C10.597.613.750
D014313	D013035	C23.888.592.608.750.700	C23.888.592.608.750
D014314	D000782	C23.550.210.050.750	C23.550.210.050
D014314	D058674	C23.550.210.182.500	C23.550.210.182
D014323	D008924	C01.610.858.211.480.869	C01.610.858.211.480
D014328	D011252	C04.850.908	C04.850
D014328	D011252	C12.050.703.720.949	C12.050.703.720
D014328	D009373	C04.557.465.955	C04.557.465
D014339	D001028	C16.131.240.400.560.098.500	C16.131.240.400.560.098
D014339	D001028	C14.280.400.560.098.500	C14.280.400.560.098
D014339	D001028	C14.240.400.560.098.500	C14.240.400.560.098
D014352	D056986	C01.610.752.300.900	C01.610.752.300
D014353	D000079426	C01.920.937	C01.920
D014353	D014352	C01.610.752.300.900.719	C01.610.752.300.900
D014354	D011529	C01.610.752.625.896	C01.610.752.625
D014354	D014352	C01.610.752.300.900.802	C01.610.752.300.900
D014354	D011529	C01.610.701.688.896	C01.610.701.688
D014354	D011529	C22.674.710.896	C22.674.710
D014354	D002418	C22.196.888	C22.196
D014355	D014352	C01.610.752.300.900.200	C01.610.752.300.900
D014355	D000079426	C01.920.625	C01.920
D014375	D014376	C01.150.252.410.040.552.846.493	C01.150.252.410.040.552.846
D014376	D009164	C01.150.252.410.040.552.846	C01.150.252.410.040.552
D014379	D001715	C22.131.921	C22.131
D014379	D014376	C01.150.252.410.040.552.846.516	C01.150.252.410.040.552.846
D014380	D002418	C22.196.927	C22.196
D014380	D014376	C01.150.252.410.040.552.846.538	C01.150.252.410.040.552.846
D014381	D053821	C14.260.750	C14.260
D014381	D000092225	C01.150.252.410.040.552.846.617.150	C01.150.252.410.040.552.846.617
D014381	D053821	C01.190.750	C01.190
D014382	D017192	C17.800.838.765.820	C17.800.838.765
D014382	D017192	C01.800.720.820	C01.800.720
D014382	D017192	C01.150.252.819.820	C01.150.252.819
D014382	D000092225	C01.150.252.410.040.552.846.617.250	C01.150.252.410.040.552.846.617
D014383	D004700	C19.927	C19
D014383	D000092225	C01.150.252.410.040.552.846.617.300	C01.150.252.410.040.552.846.617
D014384	D005831	C12.050.351.500.758	C12.050.351.500
D014384	D014401	C12.050.351.750.940	C12.050.351.750
D014384	D014401	C01.150.252.410.040.552.846.617.900.596	C01.150.252.410.040.552.846.617.900
D014384	D014401	C12.600.940	C12.600
D014384	D005831	C12.100.250.758	C12.100.250
D014385	D000092225	C01.150.252.410.040.552.846.617.350	C01.150.252.410.040.552.846.617
D014385	D005767	C06.405.874	C06.405
D014386	D000092225	C01.150.252.410.040.552.846.617.400	C01.150.252.410.040.552.846.617
D014386	D008107	C06.552.933	C06.552
D014387	D012141	C08.730.860	C08.730
D014387	D012141	C01.748.860	C01.748
D014387	D007818	C08.360.860	C08.360
D014387	D000092225	C01.150.252.410.040.552.846.617.450	C01.150.252.410.040.552.846.617
D014387	D007818	C09.400.860	C09.400
D014388	D000092225	C01.150.252.410.040.552.846.617.475	C01.150.252.410.040.552.846.617
D014389	D005832	C12.100.500.909	C12.100.500
D014389	D014401	C01.150.252.410.040.552.846.617.900.721	C01.150.252.410.040.552.846.617.900
D014389	D014401	C12.200.672.721	C12.200.672
D014389	D005832	C12.200.294.909	C12.200.294
D014389	D014401	C12.600.955	C12.600
D014390	D016920	C01.150.252.223.500.937	C01.150.252.223.500
D014390	D016920	C10.228.228.180.500.937	C10.228.228.180.500
D014390	D016920	C01.207.180.500.937	C01.207.180.500
D014390	D016920	C10.586.625.280.915	C10.586.625.280
D014390	D020306	C01.150.252.223.850.800	C01.150.252.223.850
D014390	D020306	C01.207.180.850.800	C01.207.180.850
D014390	D020306	C01.150.252.410.040.552.846.617.200.600	C01.150.252.410.040.552.846.617.200
D014390	D020306	C10.228.228.180.850.800	C10.228.228.180.850
D014391	D014376	C01.150.252.410.040.552.846.764	C01.150.252.410.040.552.846
D014392	D015818	C01.375.354.800	C01.375.354
D014392	D015818	C01.150.252.289.800	C01.150.252.289
D014392	D015818	C11.294.354.800	C11.294.354
D014393	D009059	C07.465.943	C07.465
D014393	D000092225	C01.150.252.410.040.552.846.617.500	C01.150.252.410.040.552.846.617
D014394	D000092225	C01.150.252.410.040.552.846.617.525	C01.150.252.410.040.552.846.617
D014394	D001850	C01.160.886	C01.160
D014394	D001850	C05.116.165.886	C05.116.165
D014395	D010538	C06.844.640.249	C06.844.640
D014395	D000092225	C01.150.252.410.040.552.846.617.100	C01.150.252.410.040.552.846.617
D014395	D010538	C01.463.600.249	C01.463.600
D014396	D010995	C08.528.928	C08.528
D014396	D012141	C01.748.912	C01.748
D014396	D012141	C08.730.912	C08.730
D014396	D000092225	C01.150.252.410.040.552.846.617.550	C01.150.252.410.040.552.846.617
D014397	D012141	C01.748.939	C01.748
D014397	D008171	C08.381.922	C08.381
D014397	D014376	C01.150.252.410.040.552.846.899	C01.150.252.410.040.552.846
D014397	D012141	C08.730.939	C08.730
D014398	D007674	C12.050.351.968.419.912	C12.050.351.968.419
D014398	D014401	C12.600.970	C12.600
D014398	D007674	C12.200.777.419.912	C12.200.777.419
D014398	D014401	C12.050.351.750.970	C12.050.351.750
D014398	D007674	C12.950.419.912	C12.950.419
D014398	D014401	C12.200.672.847	C12.200.672
D014398	D014401	C01.150.252.410.040.552.846.617.900.847	C01.150.252.410.040.552.846.617.900
D014399	D013166	C05.116.900.853.850	C05.116.900.853
D014399	D014394	C01.160.886.722	C01.160.886
D014399	D014394	C01.150.252.410.040.552.846.617.525.722	C01.150.252.410.040.552.846.617.525
D014399	D014394	C05.116.165.886.722	C05.116.165.886
D014400	D000092225	C01.150.252.410.040.552.846.617.725	C01.150.252.410.040.552.846.617
D014400	D013158	C15.604.744.909	C15.604.744
D014401	D000091642	C12.600	C12
D014401	D000092225	C01.150.252.410.040.552.846.617.900	C01.150.252.410.040.552.846.617
D014401	D052776	C12.050.351.750	C12.050.351
D014401	D052801	C12.200.672	C12.200
D014402	D065703	C10.500.507.400.750	C10.500.507.400
D014402	D009378	C04.651.800	C04.651
D014402	D006222	C04.445.810	C04.445
D014402	D009386	C04.700.700	C04.700
D014402	D020271	C16.320.400.880	C16.320.400
D014402	D020271	C10.574.500.865	C10.574.500
D014402	D009386	C16.320.700.700	C16.320.700
D014402	D020752	C10.562.850	C10.562
D014402	D065703	C16.131.666.507.400.750	C16.131.666.507.400
D014406	D017282	C01.920.930.943	C01.920.930
D014406	D016905	C01.150.252.400.900	C01.150.252.400
D014412	D014777	C01.925.928	C01.925
D014424	D006059	C16.131.939.316.309.872	C16.131.939.316.309
D014424	D006330	C14.240.400.980	C14.240.400
D014424	D006059	C12.050.351.875.253.309.872	C12.050.351.875.253.309
D014424	D058533	C12.200.706.316.795.750	C12.200.706.316.795
D014424	D058533	C16.320.180.830.835.750	C16.320.180.830.835
D014424	D006059	C19.391.119.309.872	C19.391.119.309
D014424	D058533	C12.800.316.795.750	C12.800.316.795
D014424	D058533	C12.050.351.875.253.795.750	C12.050.351.875.253.795
D014424	D006059	C12.800.316.309.872	C12.800.316.309
D014424	D006059	C12.200.706.316.309.872	C12.200.706.316.309
D014424	D006330	C14.280.400.980	C14.280.400
D014424	D006330	C16.131.240.400.970	C16.131.240.400
D014424	D058533	C19.391.119.795.750	C19.391.119.795
D014424	D058533	C16.131.260.830.835.750	C16.131.260.830.835
D014424	D058533	C16.131.939.316.795.750	C16.131.939.316.795
D014428	D009008	C16.131.085.806	C16.131.085
D014435	D012480	C01.150.252.400.310.821.873	C01.150.252.400.310.821
D014437	D012282	C01.920.914.725.800	C01.920.914.725
D014437	D012282	C01.150.252.400.789.725.800	C01.150.252.400.789.725
D014438	D012282	C01.920.914.725.805	C01.920.914.725
D014438	D012282	C01.150.252.400.789.725.805	C01.150.252.400.789.725
D014456	D010335	C23.550.891	C23.550
D014458	D005543	C26.088.268.807	C26.088.268
D014458	D050723	C26.404.937	C26.404
D014474	D003244	C10.597.606.358.800	C10.597.606.358
D014474	D003244	C23.888.592.604.359.800	C23.888.592.604.359
D014496	D003560	C04.182.946	C04.182
D014511	D007674	C12.200.777.419.936	C12.200.777.419
D014511	D007674	C12.050.351.968.419.936	C12.050.351.968.419
D014511	D007674	C12.950.419.936	C12.950.419
D014514	D053039	C12.950.967.374.500	C12.950.967.374
D014514	D053039	C12.200.777.725.938.500	C12.200.777.725.938
D014514	D014545	C12.200.777.967.500.851	C12.200.777.967.500
D014514	D053039	C12.950.725.938.500	C12.950.725.938
D014514	D053039	C12.200.777.967.374.500	C12.200.777.967.374
D014514	D053039	C12.050.351.968.967.374.500	C12.050.351.968.967.374
D014514	D014545	C23.300.175.850.750	C23.300.175.850
D014514	D053039	C12.050.351.968.725.938.500	C12.050.351.968.725.938
D014514	D014545	C12.950.967.500.851	C12.950.967.500
D014514	D014545	C12.050.351.968.967.500.851	C12.050.351.968.967.500
D014515	D014570	C12.050.351.968.725	C12.050.351.968
D014515	D014570	C12.200.777.725	C12.200.777
D014515	D014570	C12.950.725	C12.950
D014516	D014515	C12.050.351.968.725.676	C12.050.351.968.725
D014516	D014515	C12.950.725.676	C12.950.725
D014516	D014571	C12.950.983.875	C12.950.983
D014516	D014571	C04.588.945.947.940	C04.588.945.947
D014516	D014571	C12.050.351.937.820.875	C12.050.351.937.820
D014516	D014571	C12.900.820.875	C12.900.820
D014516	D014571	C12.200.758.820.875	C12.200.758.820
D014516	D014515	C12.200.777.725.676	C12.200.777.725
D014517	D014515	C12.950.725.776	C12.950.725
D014517	D014515	C12.050.351.968.725.776	C12.050.351.968.725
D014517	D014515	C12.200.777.725.776	C12.200.777.725
D014518	D014515	C12.950.725.876	C12.950.725
D014518	D014515	C12.050.351.968.725.876	C12.050.351.968.725
D014518	D014515	C12.200.777.725.876	C12.200.777.725
D014522	D014570	C12.200.777.767	C12.200.777
D014522	D014570	C12.950.767	C12.950
D014522	D014570	C12.050.351.968.767	C12.050.351.968
D014523	D014571	C12.050.351.937.820.890	C12.050.351.937.820
D014523	D014571	C12.950.983.890	C12.950.983
D014523	D014571	C12.200.758.820.937	C12.200.758.820
D014523	D014571	C04.588.945.947.945	C04.588.945.947
D014523	D014571	C12.900.820.890	C12.900.820
D014523	D014522	C12.200.777.767.601	C12.200.777.767
D014523	D014522	C12.950.767.601	C12.950.767
D014523	D014522	C12.050.351.968.767.601	C12.050.351.968.767
D014524	D014522	C12.200.777.767.700	C12.200.777.767
D014524	D014522	C12.950.767.700	C12.950.767
D014524	D014522	C12.050.351.968.767.700	C12.050.351.968.767
D014525	D014524	C12.050.351.968.767.700.700	C12.050.351.968.767.700
D014525	D014524	C12.950.767.700.700	C12.950.767.700
D014525	D014524	C12.200.777.767.700.700	C12.200.777.767.700
D014526	D014522	C12.950.767.851	C12.950.767
D014526	D014522	C12.050.351.968.767.851	C12.050.351.968.767
D014526	D014522	C12.200.777.767.851	C12.200.777.767
D014545	D002137	C23.300.175.850	C23.300.175
D014545	D052878	C12.200.777.967.500	C12.200.777.967
D014545	D052878	C12.950.967.500	C12.950.967
D014545	D052878	C12.050.351.968.967.500	C12.050.351.968.967
D014548	D014564	C12.800.881	C12.800
D014548	D005402	C23.300.575.825	C23.300.575
D014548	D014564	C12.200.706.881	C12.200.706
D014548	D014564	C12.050.351.875.881	C12.050.351.875
D014549	D059411	C23.888.942.343.800	C23.888.942.343
D014549	D014555	C12.200.777.934.852	C12.200.777.934
D014549	D014555	C12.950.934.814	C12.950.934
D014549	D014555	C12.050.351.968.934.814	C12.050.351.968.934
D014550	D014549	C12.950.934.814.500	C12.950.934.814
D014550	D014549	C12.200.777.934.852.249	C12.200.777.934.852
D014550	D014549	C12.050.351.968.934.814.500	C12.050.351.968.934.814
D014550	D014549	C23.888.942.343.800.500	C23.888.942.343.800
D014552	D014570	C12.950.892	C12.950
D014552	D014570	C12.050.351.968.892	C12.050.351.968
D014552	D007239	C01.915	C01
D014552	D014570	C12.200.777.892	C12.200.777
D014555	D014570	C12.950.934	C12.950
D014555	D014570	C12.050.351.968.934	C12.050.351.968
D014555	D014570	C12.200.777.934	C12.200.777
D014564	D052801	C12.200.706	C12.200
D014564	D052776	C12.050.351.875	C12.050.351
D014564	D000091642	C12.800	C12
D014564	D000013	C16.131.939	C16.131
D014565	D000091642	C12.900	C12
D014565	D052801	C12.200.758	C12.200
D014565	D052776	C12.050.351.937	C12.050.351
D014565	D009371	C04.588.945	C04.588
D014570	D000091642	C12.950	C12
D014570	D052801	C12.200.777	C12.200
D014570	D052776	C12.050.351.968	C12.050.351
D014571	D014570	C12.950.983	C12.950
D014571	D014565	C04.588.945.947	C04.588.945
D014571	D014565	C12.050.351.937.820	C12.050.351.937
D014571	D014565	C12.900.820	C12.900
D014571	D014565	C12.200.758.820	C12.200.758
D014581	D006969	C20.543.480.904	C20.543.480
D014581	D017445	C17.800.862.945	C17.800.862
D014582	D010859	C17.800.621.893	C17.800.621
D014582	D034701	C20.762.750.563.850	C20.762.750.563
D014582	D034701	C17.800.882.356.850	C17.800.882.356
D014582	D034701	C04.557.450.565.465.500.850	C04.557.450.565.465.500
D014582	D034701	C04.588.805.309.850	C04.588.805.309
D014591	D005831	C12.050.351.500.852	C12.050.351.500
D014591	D005831	C12.100.250.852	C12.100.250
D014592	D014591	C12.100.250.852.691	C12.100.250.852
D014592	D006470	C23.550.414.993	C23.550.414
D014592	D014591	C12.050.351.500.852.691	C12.050.351.500.852
D014593	D004420	C12.050.703.420.288.728	C12.050.703.420.288
D014594	D014591	C12.050.351.500.852.762	C12.050.351.500.852
D014594	D005833	C04.588.945.418.948	C04.588.945.418
D014594	D005833	C12.900.418.875	C12.900.418
D014594	D005833	C12.050.351.937.418.875	C12.050.351.937.418
D014594	D014591	C12.100.250.852.762	C12.100.250.852
D014595	D014597	C12.100.250.852.904.500	C12.100.250.852.904
D014595	D014597	C12.050.351.500.852.904.500	C12.050.351.500.852.904
D014595	D014597	C26.761.853.500	C26.761.853
D014596	D014591	C12.100.250.852.833	C12.100.250.852
D014596	D014591	C12.050.351.500.852.833	C12.050.351.500.852
D014596	D056887	C23.300.842.624.750	C23.300.842.624
D014597	D014591	C12.050.351.500.852.904	C12.050.351.500.852
D014597	D012421	C26.761.853	C26.761
D014597	D007744	C12.050.703.420.904	C12.050.703.420
D014597	D014591	C12.100.250.852.904	C12.100.250.852
D014603	D005128	C11.941	C11
D014604	D005134	C11.319.494	C11.319
D014604	D014603	C11.941.855	C11.941
D014604	D005134	C04.588.364.978	C04.588.364
D014605	D014603	C11.941.879	C11.941
D014606	D015864	C11.941.879.780.880	C11.941.879.780
D014607	D014605	C11.941.879.980	C11.941.879
D014607	D020274	C20.111.258.925	C20.111.258
D014607	D020274	C10.114.843	C10.114
D014608	D012507	C20.543.418.575.865	C20.543.418.575
D014608	D012507	C15.604.515.827.865	C15.604.515.827
D014615	D011213	C01.925.256.743.929	C01.925.256.743
D014623	D005831	C12.050.351.500.894	C12.050.351.500
D014623	D005831	C12.100.250.894	C12.100.250
D014624	D005402	C23.300.575.925	C23.300.575
D014624	D014623	C12.050.351.500.894.767	C12.050.351.500.894
D014624	D014623	C12.100.250.894.767	C12.100.250.894
D014625	D005833	C04.588.945.418.955	C04.588.945.418
D014625	D014623	C12.100.250.894.834	C12.100.250.894
D014625	D014623	C12.050.351.500.894.834	C12.050.351.500.894
D014625	D005833	C12.050.351.937.418.937	C12.050.351.937.418
